success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,participant_gender,stimulus,response,timeout,failed_images,failed_audio,failed_video,figure,difficulty,response_time_seconds,text_response,word_count,response_index,question_order,file_name
NA,96032,survey-text,7,2.0.0,400008,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a chicken or bird, with a head and pointy triangular beak pointed downwards at the top right. there is a feather sticking out of its head. moving to the left, there is a wide trapezoidal shape with a triangle cut out of it, sticking upwards as if it is the tail feathers of the bird. towards the bottom of the shape, are two triangles pointing left and right, like legs of an animal.""}",NA,NA,NA,NA,stimuli/148.jpg,hard,NA,"a chicken or bird, with a head and pointy triangular beak pointed downwards at the top right. there is a feather sticking out of its head. moving to the left, there is a wide trapezoidal shape with a triangle cut out of it, sticking upwards as if it is the tail feathers of the bird. towards the bottom of the shape, are two triangles pointing left and right, like legs of an animal.",73,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,95165,survey-text,8,2.0.0,495174,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""square with a big triangle cut out from the left side, and a smaller one cut out from the bottom towards the left. on the top right, the corner is cut out, with an angle of about 135 degrees. at the top side of the square is another small cut out isoceles triangle.""}",NA,NA,NA,NA,stimuli/60.jpg,medium,NA,"square with a big triangle cut out from the left side, and a smaller one cut out from the bottom towards the left. on the top right, the corner is cut out, with an angle of about 135 degrees. at the top side of the square is another small cut out isoceles triangle.",53,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,26233,survey-text,9,2.0.0,521407,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a rectangle with a bunch of trapezoid tumors sticking out of it. There are two on the right, one on the bottom, and a small one on the left.""}",NA,NA,NA,NA,stimuli/116.jpg,hard,NA,"a rectangle with a bunch of trapezoid tumors sticking out of it. There are two on the right, one on the bottom, and a small one on the left.",29,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,33814,survey-text,10,2.0.0,555223,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a character from my little pony's side profile, facing to the left. It has a horn and a fat snout""}",NA,NA,NA,NA,stimuli/92.jpg,medium,NA,"a character from my little pony's side profile, facing to the left. It has a horn and a fat snout",20,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,6833,survey-text,11,2.0.0,562057,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a spear shape pointing towards the top right""}",NA,NA,NA,NA,stimuli/28.jpg,easy,NA,a spear shape pointing towards the top right,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,22965,survey-text,12,2.0.0,585023,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a diamond with the bottom cut flat, pointed up towards the right. it is combined with a triangle on the right side.""}",NA,NA,NA,NA,stimuli/36.jpg,easy,NA,"a diamond with the bottom cut flat, pointed up towards the right. it is combined with a triangle on the right side.",22,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,19298,survey-text,13,2.0.0,604322,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a police badge slanted to the right, with the left side cut a bit more sharply""}",NA,NA,NA,NA,stimuli/20.jpg,easy,NA,"a police badge slanted to the right, with the left side cut a bit more sharply",16,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,41683,survey-text,14,2.0.0,646006,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a square. bottom side has a big triangle cut upwards. top right has a square cut out. the left side has a trapezoid combined with a triangle cut out of it""}",NA,NA,NA,NA,stimuli/76.jpg,medium,NA,a square. bottom side has a big triangle cut upwards. top right has a square cut out. the left side has a trapezoid combined with a triangle cut out of it,31,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,25515,survey-text,15,2.0.0,671522,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a wiggly shape with 4 main sections. it looks like an S shape vaguely, if the S was laying on its side""}",NA,NA,NA,NA,stimuli/156.jpg,hard,NA,"a wiggly shape with 4 main sections. it looks like an S shape vaguely, if the S was laying on its side",22,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,12799,survey-text,16,2.0.0,684322,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a shape with a bunch of triangles cut out of it. jagged edges""}",NA,NA,NA,NA,stimuli/132.jpg,hard,NA,a shape with a bunch of triangles cut out of it. jagged edges,13,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,15315,survey-text,17,2.0.0,699639,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""flat on the top side. bottom side has triangle and rectangle cut out""}",NA,NA,NA,NA,stimuli/52.jpg,easy,NA,flat on the top side. bottom side has triangle and rectangle cut out,13,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,8282,survey-text,18,2.0.0,707922,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""trapezoid""}",NA,NA,NA,NA,stimuli/12.jpg,easy,NA,trapezoid,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,31531,survey-text,19,2.0.0,739455,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""man curved over towards the right doing the fent lean with his arms danging over his head at a ninety degree angle""}",NA,NA,NA,NA,stimuli/140.jpg,hard,NA,man curved over towards the right doing the fent lean with his arms danging over his head at a ninety degree angle,22,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,12849,survey-text,20,2.0.0,752304,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""rectangle with a sharp triangle pointing out of the right side""}",NA,NA,NA,NA,stimuli/44.jpg,easy,NA,rectangle with a sharp triangle pointing out of the right side,11,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,11548,survey-text,21,2.0.0,763854,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""a jagged square that was pinched in the middle""}",NA,NA,NA,NA,stimuli/108.jpg,hard,NA,a jagged square that was pinched in the middle,9,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,16149,survey-text,22,2.0.0,780005,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""pointy spear looking thing with a trapezoid cut out of the top right and middle right""}",NA,NA,NA,NA,stimuli/124.jpg,hard,NA,pointy spear looking thing with a trapezoid cut out of the top right and middle right,16,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,2830,survey-text,23,2.0.0,782838,p6st0wyc3pc,NA,NA,NA,"{""image_description"":""triangle""}",NA,NA,NA,NA,stimuli/4.jpg,easy,NA,triangle,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,5399,survey-text,24,2.0.0,788239,p6st0wyc3pc,NA,NA,NA,"{""participant_major"":""cognitive and behavioral neuroscience""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
NA,2046,survey-multi-choice,25,2.2.0,790289,p6st0wyc3pc,NA,NA,NA,"{""participant_gender"":""Female""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p6st0wyc3pc_1772141852994.csv
TRUE,1000,fullscreen,0,null,2004,p8645ntz1nz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,3659,html-keyboard-response,1,2.0.0,5665,p8645ntz1nz,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",Enter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,3150,survey-text,2,2.0.0,8819,p8645ntz1nz,NA,NA,NA,"{""participant_id"":""goat""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
TRUE,NA,preload,3,2.0.0,9279,p8645ntz1nz,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,4401,survey-text,4,2.0.0,13686,p8645ntz1nz,NA,NA,NA,"{""image_description"":""picasso""}",NA,NA,NA,NA,stimuli/146.jpg,hard,NA,picasso,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,10196,survey-text,5,2.0.0,23885,p8645ntz1nz,NA,NA,NA,"{""image_description"":""angular, boxy, spikey""}",NA,NA,NA,NA,stimuli/130.jpg,hard,NA,"angular, boxy, spikey",3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,7930,survey-text,6,2.0.0,31818,p8645ntz1nz,NA,NA,NA,"{""image_description"":""spikey, sharp""}",NA,NA,NA,NA,stimuli/90.jpg,medium,NA,"spikey, sharp",2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,10832,survey-text,7,2.0.0,42653,p8645ntz1nz,NA,NA,NA,"{""image_description"":""almost trapezoid""}",NA,NA,NA,NA,stimuli/18.jpg,easy,NA,almost trapezoid,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,11263,survey-text,8,2.0.0,53918,p8645ntz1nz,NA,NA,NA,"{""image_description"":""scary and spikey""}",NA,NA,NA,NA,stimuli/122.jpg,hard,NA,scary and spikey,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,2799,survey-text,9,2.0.0,56720,p8645ntz1nz,NA,NA,NA,"{""image_description"":""triangle""}",NA,NA,NA,NA,stimuli/2.jpg,easy,NA,triangle,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,11113,survey-text,10,2.0.0,67836,p8645ntz1nz,NA,NA,NA,"{""image_description"":""somethings wrong""}",NA,NA,NA,NA,stimuli/26.jpg,easy,NA,somethings wrong,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,9514,survey-text,11,2.0.0,77352,p8645ntz1nz,NA,NA,NA,"{""image_description"":""kinda looks like a spikey bird""}",NA,NA,NA,NA,stimuli/66.jpg,medium,NA,kinda looks like a spikey bird,6,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,61497,survey-text,12,2.0.0,138854,p8645ntz1nz,NA,NA,NA,"{""image_description"":""looks like it was a shape and then it got messed up in photoshop""}",NA,NA,NA,NA,stimuli/42.jpg,easy,NA,looks like it was a shape and then it got messed up in photoshop,14,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,10566,survey-text,13,2.0.0,149422,p8645ntz1nz,NA,NA,NA,"{""image_description"":""bird flying into the ground but spikey""}",NA,NA,NA,NA,stimuli/114.jpg,hard,NA,bird flying into the ground but spikey,7,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,10429,survey-text,14,2.0.0,159854,p8645ntz1nz,NA,NA,NA,"{""image_description"":""looks like a spikey bullet""}",NA,NA,NA,NA,stimuli/98.jpg,medium,NA,looks like a spikey bullet,5,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,5316,survey-text,15,2.0.0,165172,p8645ntz1nz,NA,NA,NA,"{""image_description"":""flag but off""}",NA,NA,NA,NA,stimuli/50.jpg,easy,NA,flag but off,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,7631,survey-text,16,2.0.0,172806,p8645ntz1nz,NA,NA,NA,"{""image_description"":""looks like it could be a country""}",NA,NA,NA,NA,stimuli/154.jpg,hard,NA,looks like it could be a country,7,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,9713,survey-text,17,2.0.0,182522,p8645ntz1nz,NA,NA,NA,"{""image_description"":""looks like the thing on the soviet flag""}",NA,NA,NA,NA,stimuli/106.jpg,medium,NA,looks like the thing on the soviet flag,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,6365,survey-text,18,2.0.0,188889,p8645ntz1nz,NA,NA,NA,"{""image_description"":""another country\n""}",NA,NA,NA,NA,stimuli/58.jpg,medium,NA,"another country
",2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,7997,survey-text,19,2.0.0,196888,p8645ntz1nz,NA,NA,NA,"{""image_description"":""quadrilateral ""}",NA,NA,NA,NA,stimuli/10.jpg,easy,NA,quadrilateral,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,4983,survey-text,20,2.0.0,201873,p8645ntz1nz,NA,NA,NA,"{""image_description"":""country""}",NA,NA,NA,NA,stimuli/82.jpg,medium,NA,country,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,7131,survey-text,21,2.0.0,209007,p8645ntz1nz,NA,NA,NA,"{""image_description"":""jagged""}",NA,NA,NA,NA,stimuli/138.jpg,hard,NA,jagged,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,4431,survey-text,22,2.0.0,213439,p8645ntz1nz,NA,NA,NA,"{""image_description"":""spikey""}",NA,NA,NA,NA,stimuli/74.jpg,medium,NA,spikey,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,10215,survey-text,23,2.0.0,223656,p8645ntz1nz,NA,NA,NA,"{""image_description"":""like if a child tried to draw a mountain""}",NA,NA,NA,NA,stimuli/34.jpg,easy,NA,like if a child tried to draw a mountain,9,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,5331,survey-text,24,2.0.0,228989,p8645ntz1nz,NA,NA,NA,"{""participant_major"":""cognitive science""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
NA,2364,survey-multi-choice,25,2.2.0,231356,p8645ntz1nz,NA,NA,NA,"{""participant_gender"":""Female""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv
TRUE,1620,fullscreen,0,null,2629,p8my8vj8re7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,9935,html-keyboard-response,1,2.0.0,12564,p8my8vj8re7,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3180,survey-text,2,2.0.0,15752,p8my8vj8re7,NA,NA,NA,"{""participant_id"":""bear""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
TRUE,NA,preload,3,2.0.0,16110,p8my8vj8re7,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,12595,survey-text,4,2.0.0,28711,p8my8vj8re7,NA,NA,NA,"{""image_description"":""qbert""}",NA,NA,NA,NA,stimuli/112.jpg,hard,NA,qbert,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,5891,survey-text,5,2.0.0,34604,p8my8vj8re7,NA,NA,NA,"{""image_description"":""spider""}",NA,NA,NA,NA,stimuli/136.jpg,hard,NA,spider,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3534,survey-text,6,2.0.0,38142,p8my8vj8re7,NA,NA,NA,"{""image_description"":""fish""}",NA,NA,NA,NA,stimuli/120.jpg,hard,NA,fish,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,11213,survey-text,7,2.0.0,49358,p8my8vj8re7,NA,NA,NA,"{""image_description"":""inverted star""}",NA,NA,NA,NA,stimuli/32.jpg,easy,NA,inverted star,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,9277,survey-text,8,2.0.0,58637,p8my8vj8re7,NA,NA,NA,"{""image_description"":""bird""}",NA,NA,NA,NA,stimuli/80.jpg,medium,NA,bird,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3992,survey-text,9,2.0.0,62632,p8my8vj8re7,NA,NA,NA,"{""image_description"":""bat""}",NA,NA,NA,NA,stimuli/96.jpg,medium,NA,bat,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,5529,survey-text,10,2.0.0,68163,p8my8vj8re7,NA,NA,NA,"{""image_description"":""chip""}",NA,NA,NA,NA,stimuli/16.jpg,easy,NA,chip,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,15768,survey-text,11,2.0.0,83932,p8my8vj8re7,NA,NA,NA,"{""image_description"":""comb""}",NA,NA,NA,NA,stimuli/40.jpg,easy,NA,comb,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,4104,survey-text,12,2.0.0,88039,p8my8vj8re7,NA,NA,NA,"{""image_description"":""shield""}",NA,NA,NA,NA,stimuli/24.jpg,easy,NA,shield,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,13742,survey-text,13,2.0.0,101783,p8my8vj8re7,NA,NA,NA,"{""image_description"":""mouse""}",NA,NA,NA,NA,stimuli/152.jpg,hard,NA,mouse,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,4178,survey-text,14,2.0.0,105964,p8my8vj8re7,NA,NA,NA,"{""image_description"":""bird""}",NA,NA,NA,NA,stimuli/128.jpg,hard,NA,bird,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3079,survey-text,15,2.0.0,109046,p8my8vj8re7,NA,NA,NA,"{""image_description"":""lemon""}",NA,NA,NA,NA,stimuli/56.jpg,medium,NA,lemon,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3530,survey-text,16,2.0.0,112577,p8my8vj8re7,NA,NA,NA,"{""image_description"":""squirrel""}",NA,NA,NA,NA,stimuli/160.jpg,hard,NA,squirrel,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,5775,survey-text,17,2.0.0,118354,p8my8vj8re7,NA,NA,NA,"{""image_description"":""crab""}",NA,NA,NA,NA,stimuli/144.jpg,hard,NA,crab,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,4659,survey-text,18,2.0.0,123016,p8my8vj8re7,NA,NA,NA,"{""image_description"":""dinosaur""}",NA,NA,NA,NA,stimuli/104.jpg,medium,NA,dinosaur,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3071,survey-text,19,2.0.0,126090,p8my8vj8re7,NA,NA,NA,"{""image_description"":""whale""}",NA,NA,NA,NA,stimuli/88.jpg,medium,NA,whale,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,3460,survey-text,20,2.0.0,129552,p8my8vj8re7,NA,NA,NA,"{""image_description"":""wolf""}",NA,NA,NA,NA,stimuli/72.jpg,medium,NA,wolf,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,5003,survey-text,21,2.0.0,134559,p8my8vj8re7,NA,NA,NA,"{""image_description"":""bird""}",NA,NA,NA,NA,stimuli/64.jpg,medium,NA,bird,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,5263,survey-text,22,2.0.0,139824,p8my8vj8re7,NA,NA,NA,"{""image_description"":""parallelogram""}",NA,NA,NA,NA,stimuli/8.jpg,easy,NA,parallelogram,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,24394,survey-text,23,2.0.0,164219,p8my8vj8re7,NA,NA,NA,"{""image_description"":""N but flipped""}",NA,NA,NA,NA,stimuli/48.jpg,easy,NA,N but flipped,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,4458,survey-text,24,2.0.0,168679,p8my8vj8re7,NA,NA,NA,"{""participant_major"":""cognitive science""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
NA,1547,survey-multi-choice,25,2.2.0,170228,p8my8vj8re7,NA,NA,NA,"{""participant_gender"":""Female""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[0],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv
TRUE,7370,fullscreen,0,null,8387,p97lbxy42mx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv
NA,26067,html-keyboard-response,1,2.0.0,34456,p97lbxy42mx,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv
NA,2469,survey-text,2,2.0.0,36931,p97lbxy42mx,NA,NA,NA,"{""participant_id"":""cheetah""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv
TRUE,NA,preload,3,2.0.0,37199,p97lbxy42mx,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv
